,ID_x,Sex_x,ID_y,Sex_y
2120,1,male,2120,female
3174,3,male,3174,male
2641,5,female,2641,female
3024,6,male,3024,female
284,8,male,284,male
781,8,male,781,female
2670,8,male,2670,male
3147,8,male,3147,male
142,9,male,142,male
169,9,male,169,male
398,9,male,398,male
438,9,male,438,female
791,9,male,791,male
2104,9,male,2104,male
2461,9,male,2461,male
2917,9,male,2917,male
2970,9,male,2970,male
3476,9,male,3476,male
3539,9,male,3539,female
3204,17,male,3204,male
1660,18,female,1660,male
1919,18,female,1919,male
358,19,male,358,male
3212,19,male,3212,male
2996,20,male,2996,male
137,24,male,137,male
2887,24,male,2887,male
2160,25,male,2160,male
2908,25,male,2908,male
2910,25,male,2910,female
2893,26,male,2893,male
2931,26,male,2931,male
3066,27,male,3066,male
388,29,male,388,male
2908,29,male,2908,male
1823,34,male,1823,male
3402,34,male,3402,male
137,35,male,137,male
590,36,male,590,male
3116,36,male,3116,male
3212,36,male,3212,male
2913,37,male,2913,male
1660,40,male,1660,male
1774,40,male,1774,male
1967,46,male,1967,male
1971,46,male,1971,male
546,47,female,546,female
548,47,female,548,male
581,47,female,581,female
859,47,female,859,male
2497,47,female,2497,female
3236,47,female,3236,female
2281,48,male,2281,male
2988,53,male,2988,male
3239,54,male,3239,female
1364,58,male,1364,female
1701,58,male,1701,female
1706,58,male,1706,male
85,59,male,85,male
128,59,male,128,male
483,59,male,483,female
1992,59,male,1992,male
2031,59,male,2031,male
2429,59,male,2429,male
3639,59,male,3639,female
61,60,male,61,male
102,60,male,102,male
213,60,male,213,male
302,60,male,302,male
332,60,male,332,male
521,60,male,521,male
536,60,male,536,male
546,60,male,546,female
550,60,male,550,male
568,60,male,568,male
581,60,male,581,female
876,60,male,876,male
1701,60,male,1701,female
1933,60,male,1933,male
2893,60,male,2893,male
2898,60,male,2898,male
2917,60,male,2917,male
2930,60,male,2930,male
2961,60,male,2961,male
3012,60,male,3012,female
3117,60,male,3117,male
60,61,male,60,male
85,61,male,85,male
142,61,male,142,male
155,61,male,155,female
454,61,male,454,male
545,61,male,545,male
1933,61,male,1933,male
2083,61,male,2083,male
2578,61,male,2578,male
2620,61,male,2620,male
132,62,male,132,male
153,62,male,153,male
170,62,male,170,male
319,62,male,319,female
507,62,male,507,male
602,62,male,602,male
704,62,male,704,male
1087,62,male,1087,female
1278,62,male,1278,male
1549,62,male,1549,male
1553,62,male,1553,male
1556,62,male,1556,male
1731,62,male,1731,female
2378,62,male,2378,female
2641,62,male,2641,female
3536,62,male,3536,male
3546,62,male,3546,male
3614,62,male,3614,female
103,63,male,103,male
155,63,male,155,female
334,63,male,334,male
688,63,male,688,male
696,63,male,696,male
701,63,male,701,male
702,63,male,702,male
706,63,male,706,male
1028,63,male,1028,male
1469,63,male,1469,male
1525,63,male,1525,male
1542,63,male,1542,male
1560,63,male,1560,male
2552,63,male,2552,male
2641,63,male,2641,female
2650,63,male,2650,male
2725,63,male,2725,male
2829,63,male,2829,male
132,64,male,132,male
1008,64,male,1008,male
1625,64,male,1625,male
2854,64,male,2854,male
2956,64,male,2956,male
2991,64,male,2991,male
288,65,male,288,male
120,66,male,120,female
215,66,male,215,male
284,66,male,284,male
290,66,male,290,male
577,66,male,577,male
1066,66,male,1066,male
1239,66,male,1239,male
1273,66,male,1273,female
2403,66,male,2403,male
2456,66,male,2456,male
2582,66,male,2582,male
2935,66,male,2935,male
2956,66,male,2956,male
3105,66,male,3105,male
3525,66,male,3525,male
3601,66,male,3601,female
115,67,male,115,male
117,67,male,117,male
154,67,male,154,male
318,67,male,318,male
327,67,male,327,male
536,67,male,536,male
546,67,male,546,female
568,67,male,568,male
581,67,male,581,female
696,67,male,696,male
1701,67,male,1701,female
1835,67,male,1835,male
1844,67,male,1844,male
2811,67,male,2811,male
2889,67,male,2889,male
2898,67,male,2898,male
3095,67,male,3095,male
73,68,male,73,female
99,68,male,99,male
114,68,male,114,male
117,68,male,117,male
121,68,male,121,male
169,68,male,169,male
172,68,male,172,male
318,68,male,318,male
339,68,male,339,male
387,68,male,387,male
542,68,male,542,male
917,68,male,917,male
1286,68,male,1286,male
1522,68,male,1522,male
2032,68,male,2032,female
2122,68,male,2122,male
2380,68,male,2380,male
2887,68,male,2887,male
2914,68,male,2914,male
2916,68,male,2916,male
2922,68,male,2922,male
98,69,female,98,male
139,69,female,139,female
153,69,female,153,male
210,69,female,210,female
450,69,female,450,male
528,69,female,528,male
545,69,female,545,male
994,69,female,994,male
1087,69,female,1087,female
1202,69,female,1202,male
1207,69,female,1207,male
1388,69,female,1388,male
1519,69,female,1519,male
1535,69,female,1535,male
1539,69,female,1539,female
1541,69,female,1541,male
1544,69,female,1544,female
1560,69,female,1560,male
1606,69,female,1606,male
1731,69,female,1731,female
1783,69,female,1783,male
1897,69,female,1897,male
1955,69,female,1955,female
3488,69,female,3488,male
3537,69,female,3537,male
3575,69,female,3575,male
3614,69,female,3614,female
3635,69,female,3635,female
3658,69,female,3658,female
209,70,male,209,male
2942,70,male,2942,male
3246,70,male,3246,male
114,73,female,114,male
134,73,female,134,male
172,73,female,172,male
177,73,female,177,male
198,73,female,198,male
274,73,female,274,male
299,73,female,299,male
470,73,female,470,male
533,73,female,533,male
543,73,female,543,male
946,73,female,946,female
1700,73,female,1700,male
1747,73,female,1747,male
2122,73,female,2122,male
2580,73,female,2580,female
2889,73,female,2889,male
2922,73,female,2922,male
3075,73,female,3075,male
651,75,male,651,male
280,77,male,280,male
554,77,male,554,female
1013,77,male,1013,male
1232,77,male,1232,male
1278,77,male,1278,male
1587,77,male,1587,male
1676,77,male,1676,male
1715,77,male,1715,male
1978,77,male,1978,male
2842,77,male,2842,male
2912,77,male,2912,male
521,79,male,521,male
568,79,male,568,male
1032,79,male,1032,male
2292,79,male,2292,male
197,80,male,197,male
567,80,male,567,male
602,80,male,602,male
735,80,male,735,male
1222,80,male,1222,male
2893,80,male,2893,male
2895,80,male,2895,male
3189,80,male,3189,male
3257,80,male,3257,male
66,81,male,66,male
124,81,male,124,male
148,81,male,148,male
152,81,male,152,male
194,81,male,194,male
284,81,male,284,male
324,81,male,324,male
1010,81,male,1010,male
1018,81,male,1018,male
1245,81,male,1245,male
1313,81,male,1313,male
1314,81,male,1314,male
1345,81,male,1345,male
1373,81,male,1373,female
1744,81,male,1744,female
1947,81,male,1947,male
2125,81,male,2125,male
2430,81,male,2430,male
2603,81,male,2603,male
2616,81,male,2616,male
2629,81,male,2629,male
2935,81,male,2935,male
2978,81,male,2978,male
3066,81,male,3066,male
3414,81,male,3414,male
3536,81,male,3536,male
3601,81,male,3601,female
155,82,male,155,female
487,82,male,487,male
698,82,male,698,male
1536,82,male,1536,female
1714,82,male,1714,male
2177,82,male,2177,male
2178,82,male,2178,male
2179,82,male,2179,male
2593,82,male,2593,male
2712,82,male,2712,female
3617,82,male,3617,male
2602,83,female,2602,male
61,85,male,61,male
124,85,male,124,male
548,85,male,548,male
1080,85,male,1080,female
1134,85,male,1134,male
1259,85,male,1259,male
2083,85,male,2083,male
2578,85,male,2578,male
2897,85,male,2897,female
3236,85,male,3236,female
155,86,male,155,female
1747,86,male,1747,male
3544,86,male,3544,male
3612,86,male,3612,male
96,87,male,96,male
98,87,male,98,male
126,87,male,126,female
170,87,male,170,male
313,87,male,313,male
506,87,male,506,male
1236,87,male,1236,male
1535,87,male,1535,male
1552,87,male,1552,male
1556,87,male,1556,male
1621,87,male,1621,female
1638,87,male,1638,male
1655,87,male,1655,male
2578,87,male,2578,male
2612,87,male,2612,male
2629,87,male,2629,male
2677,87,male,2677,male
2862,87,male,2862,female
2868,87,male,2868,male
2890,87,male,2890,male
2936,87,male,2936,male
2967,87,male,2967,female
3077,87,male,3077,male
3209,87,male,3209,male
3543,87,male,3543,male
3635,87,male,3635,female
3642,87,male,3642,male
175,88,male,175,male
85,89,male,85,male
102,89,male,102,male
262,89,male,262,male
318,89,male,318,male
352,89,male,352,male
581,89,male,581,female
1162,89,male,1162,male
2089,89,male,2089,male
2917,89,male,2917,male
2956,89,male,2956,male
3456,89,male,3456,male
3639,89,male,3639,female
137,90,male,137,male
150,90,male,150,male
1321,90,male,1321,male
1519,90,male,1519,male
1655,90,male,1655,male
1722,90,male,1722,male
2926,90,male,2926,male
3652,90,male,3652,male
69,92,male,69,female
102,92,male,102,male
153,92,male,153,male
528,92,male,528,male
1523,92,male,1523,male
1540,92,male,1540,male
1553,92,male,1553,male
2454,92,male,2454,female
2616,92,male,2616,male
2679,92,male,2679,male
2958,92,male,2958,male
3464,92,male,3464,female
3481,92,male,3481,male
3506,92,male,3506,male
3536,92,male,3536,male
3537,92,male,3537,male
3554,92,male,3554,male
108,94,female,108,male
173,94,female,173,male
291,94,female,291,male
319,94,female,319,female
483,94,female,483,female
497,94,female,497,male
522,94,female,522,male
545,94,female,545,male
592,94,female,592,male
1038,94,female,1038,male
1332,94,female,1332,male
1974,94,female,1974,male
2110,94,female,2110,female
2430,94,female,2430,male
2595,94,female,2595,female
2601,94,female,2601,female
2650,94,female,2650,male
2656,94,female,2656,male
2694,94,female,2694,male
2808,94,female,2808,female
3104,94,female,3104,female
3234,94,female,3234,male
3417,94,female,3417,male
3425,94,female,3425,male
3446,94,female,3446,male
3546,94,female,3546,male
3548,94,female,3548,male
469,95,male,469,male
602,95,male,602,male
1582,95,male,1582,male
1653,95,male,1653,male
1933,95,male,1933,male
2593,95,male,2593,male
2731,95,male,2731,male
2938,95,male,2938,male
87,96,male,87,male
126,96,male,126,female
159,96,male,159,male
506,96,male,506,male
592,96,male,592,male
946,96,male,946,female
1032,96,male,1032,male
1050,96,male,1050,male
1087,96,male,1087,female
1519,96,male,1519,male
1606,96,male,1606,male
1638,96,male,1638,male
2023,96,male,2023,male
2418,96,male,2418,male
2577,96,male,2577,male
2587,96,male,2587,male
2606,96,male,2606,male
2615,96,male,2615,male
2629,96,male,2629,male
2668,96,male,2668,male
2835,96,male,2835,male
2890,96,male,2890,male
2976,96,male,2976,male
151,97,male,151,male
483,97,male,483,female
592,97,male,592,male
598,97,male,598,male
1977,97,male,1977,male
2638,97,male,2638,male
3083,97,male,3083,male
69,98,male,69,female
87,98,male,87,male
126,98,male,126,female
150,98,male,150,male
170,98,male,170,male
506,98,male,506,male
1106,98,male,1106,male
1247,98,male,1247,male
2972,98,male,2972,male
3582,98,male,3582,male
542,99,male,542,male
1207,99,male,1207,male
1273,99,male,1273,female
1800,99,male,1800,male
96,100,male,96,male
125,100,male,125,male
284,100,male,284,male
290,100,male,290,male
319,100,male,319,female
324,100,male,324,male
539,100,male,539,male
573,100,male,573,male
1010,100,male,1010,male
1018,100,male,1018,male
1091,100,male,1091,male
1123,100,male,1123,male
1134,100,male,1134,male
1239,100,male,1239,male
1245,100,male,1245,male
1313,100,male,1313,male
1369,100,male,1369,male
1629,100,male,1629,male
2684,100,male,2684,male
2927,100,male,2927,male
2935,100,male,2935,male
2956,100,male,2956,male
2973,100,male,2973,male
2974,100,male,2974,male
3414,100,male,3414,male
2730,101,male,2730,male
3516,101,male,3516,female
60,102,male,60,male
117,102,male,117,male
125,102,male,125,male
148,102,male,148,male
279,102,male,279,male
332,102,male,332,male
465,102,male,465,male
536,102,male,536,male
546,102,male,546,female
585,102,male,585,male
696,102,male,696,male
709,102,male,709,male
957,102,male,957,male
1054,102,male,1054,female
1421,102,male,1421,male
1701,102,male,1701,female
2042,102,male,2042,male
2473,102,male,2473,female
2616,102,male,2616,male
2889,102,male,2889,male
2895,102,male,2895,male
2898,102,male,2898,male
2956,102,male,2956,male
2961,102,male,2961,male
3402,102,male,3402,male
63,103,male,63,male
1379,103,male,1379,male
2835,103,male,2835,male
3121,103,male,3121,male
3529,103,male,3529,male
133,104,male,133,male
134,104,male,134,male
300,104,male,300,male
346,104,male,346,male
500,104,male,500,male
2581,105,male,2581,male
123,106,male,123,male
303,106,male,303,male
1123,106,male,1123,male
1273,106,male,1273,female
1356,106,male,1356,female
1551,106,male,1551,male
1567,106,male,1567,male
1976,106,male,1976,female
2157,106,male,2157,male
2392,106,male,2392,male
3649,106,male,3649,male
3654,106,male,3654,female
94,108,male,94,female
173,108,male,173,male
545,108,male,545,male
592,108,male,592,male
3425,108,male,3425,male
3446,108,male,3446,male
1281,109,male,1281,male
2385,109,male,2385,female
3024,109,male,3024,female
3061,109,male,3061,female
73,114,male,73,female
1567,114,male,1567,male
2066,114,male,2066,male
2157,114,male,2157,male
2811,114,male,2811,male
3408,114,male,3408,male
128,115,male,128,male
144,115,male,144,male
159,115,male,159,male
209,115,male,209,male
506,115,male,506,male
764,115,male,764,male
1010,115,male,1010,male
1297,115,male,1297,female
1524,115,male,1524,male
2897,115,male,2897,female
2903,115,male,2903,male
2917,115,male,2917,male
2955,115,male,2955,male
3022,115,male,3022,male
3116,115,male,3116,male
562,116,male,562,male
1563,116,male,1563,male
1789,116,male,1789,male
3626,116,male,3626,male
102,117,male,102,male
154,117,male,154,male
332,117,male,332,male
536,117,male,536,male
542,117,male,542,male
548,117,male,548,male
554,117,male,554,female
581,117,male,581,female
977,117,male,977,male
1638,117,male,1638,male
1744,117,male,1744,female
2577,117,male,2577,male
2890,117,male,2890,male
2898,117,male,2898,male
2930,117,male,2930,male
3503,117,male,3503,male
3601,117,male,3601,female
3649,117,male,3649,male
3650,117,male,3650,female
123,118,male,123,male
300,118,male,300,male
547,118,male,547,male
1129,118,male,1129,female
1596,118,male,1596,male
2473,118,male,2473,female
3107,118,male,3107,male
3193,118,male,3193,male
1890,119,male,1890,male
3624,119,male,3624,male
66,120,female,66,male
319,120,female,319,female
1089,120,female,1089,male
1831,120,female,1831,male
2378,120,female,2378,female
2403,120,female,2403,male
2890,120,female,2890,male
124,121,male,124,male
152,121,male,152,male
159,121,male,159,male
240,121,male,240,male
324,121,male,324,male
387,121,male,387,male
462,121,male,462,male
467,121,male,467,female
530,121,male,530,male
548,121,male,548,male
859,121,male,859,male
1010,121,male,1010,male
1018,121,male,1018,male
1048,121,male,1048,male
1134,121,male,1134,male
1235,121,male,1235,male
1239,121,male,1239,male
1245,121,male,1245,male
1286,121,male,1286,male
1297,121,male,1297,female
1313,121,male,1313,male
1364,121,male,1364,female
1548,121,male,1548,female
1626,121,male,1626,male
1823,121,male,1823,male
2631,121,male,2631,male
2806,121,male,2806,male
2887,121,male,2887,male
2903,121,male,2903,male
2914,121,male,2914,male
2922,121,male,2922,male
2956,121,male,2956,male
3075,121,male,3075,male
3123,121,male,3123,male
3414,121,male,3414,male
3601,121,male,3601,female
3654,121,male,3654,female
637,122,male,637,male
118,123,male,118,male
138,123,male,138,male
303,123,male,303,male
465,123,male,465,male
731,123,male,731,male
1129,123,male,1129,female
2122,123,male,2122,male
2392,123,male,2392,male
2724,123,male,2724,male
2895,123,male,2895,male
2905,123,male,2905,male
2915,123,male,2915,male
2926,123,male,2926,male
2930,123,male,2930,male
3023,123,male,3023,male
3246,123,male,3246,male
3624,123,male,3624,male
3639,123,male,3639,female
85,124,male,85,male
148,124,male,148,male
194,124,male,194,male
209,124,male,209,male
919,124,male,919,male
1158,124,male,1158,male
1259,124,male,1259,male
1299,124,male,1299,male
1341,124,male,1341,male
1432,124,male,1432,male
2131,124,male,2131,male
2601,124,male,2601,female
2629,124,male,2629,male
2897,124,male,2897,female
2903,124,male,2903,male
2953,124,male,2953,male
2976,124,male,2976,male
2990,124,male,2990,female
3135,124,male,3135,male
3140,124,male,3140,male
3477,124,male,3477,male
102,125,male,102,male
175,125,male,175,male
284,125,male,284,male
290,125,male,290,male
318,125,male,318,male
585,125,male,585,male
589,125,male,589,male
590,125,male,590,male
602,125,male,602,male
1005,125,male,1005,male
1018,125,male,1018,male
1044,125,male,1044,male
1054,125,male,1054,female
1259,125,male,1259,male
1313,125,male,1313,male
1373,125,male,1373,female
2621,125,male,2621,male
2665,125,male,2665,male
2922,125,male,2922,male
2943,125,male,2943,male
2953,125,male,2953,male
2956,125,male,2956,male
2976,125,male,2976,male
2979,125,male,2979,female
3212,125,male,3212,male
3238,125,male,3238,male
3322,125,male,3322,male
3414,125,male,3414,male
3470,125,male,3470,male
87,126,female,87,male
98,126,female,98,male
152,126,female,152,male
180,126,female,180,male
215,126,female,215,male
284,126,female,284,male
458,126,female,458,male
506,126,female,506,male
528,126,female,528,male
533,126,female,533,male
549,126,female,549,male
698,126,female,698,male
946,126,female,946,female
1334,126,female,1334,male
1638,126,female,1638,male
1842,126,female,1842,male
1947,126,female,1947,male
2023,126,female,2023,male
2152,126,female,2152,male
2638,126,female,2638,male
2677,126,female,2677,male
2864,126,female,2864,male
2974,126,female,2974,male
3209,126,female,3209,male
3582,126,female,3582,male
115,128,male,115,male
132,128,male,132,male
302,128,male,302,male
303,128,male,303,male
318,128,male,318,male
327,128,male,327,male
514,128,male,514,male
521,128,male,521,male
533,128,male,533,male
1173,128,male,1173,male
1273,128,male,1273,female
1294,128,male,1294,male
1345,128,male,1345,male
1356,128,male,1356,female
1364,128,male,1364,female
1530,128,male,1530,male
1628,128,male,1628,male
2122,128,male,2122,male
2418,128,male,2418,male
2578,128,male,2578,male
2898,128,male,2898,male
3087,128,male,3087,male
3639,128,male,3639,female
3649,128,male,3649,male
3654,128,male,3654,female
148,129,male,148,male
2606,130,male,2606,male
2958,130,male,2958,male
197,131,male,197,male
309,131,male,309,male
427,131,male,427,male
447,131,male,447,male
542,131,male,542,male
589,131,male,589,male
757,131,male,757,female
1044,131,male,1044,male
1106,131,male,1106,male
1146,131,male,1146,female
1224,131,male,1224,male
1225,131,male,1225,male
1397,131,male,1397,male
1729,131,male,1729,male
1835,131,male,1835,male
1962,131,male,1962,male
1971,131,male,1971,male
2043,131,male,2043,male
2465,131,male,2465,male
2811,131,male,2811,male
2889,131,male,2889,male
2895,131,male,2895,male
2905,131,male,2905,male
2907,131,male,2907,male
2931,131,male,2931,male
2947,131,male,2947,male
3123,131,male,3123,male
3246,131,male,3246,male
3450,131,male,3450,male
62,132,male,62,male
64,132,male,64,male
128,132,male,128,male
159,132,male,159,male
194,132,male,194,male
327,132,male,327,male
450,132,male,450,male
457,132,male,457,male
526,132,male,526,male
562,132,male,562,male
1087,132,male,1087,female
1629,132,male,1629,male
1698,132,male,1698,female
2054,132,male,2054,male
2083,132,male,2083,male
2443,132,male,2443,male
2870,132,male,2870,male
2990,132,male,2990,female
2991,132,male,2991,male
3614,132,male,3614,female
3649,132,male,3649,male
1740,133,male,1740,male
1180,135,male,1180,male
1197,135,male,1197,male
3042,135,male,3042,male
3064,135,male,3064,male
465,136,male,465,male
554,136,male,554,female
873,136,male,873,male
881,136,male,881,female
1091,136,male,1091,male
1375,136,male,1375,female
1665,136,male,1665,female
2112,136,male,2112,female
2281,136,male,2281,male
2375,136,male,2375,male
2606,136,male,2606,male
2627,136,male,2627,male
2655,136,male,2655,male
2834,136,male,2834,male
2855,136,male,2855,male
2861,136,male,2861,male
2978,136,male,2978,male
2979,136,male,2979,female
3601,136,male,3601,female
123,138,male,123,male
134,138,male,134,male
144,138,male,144,male
192,138,male,192,male
300,138,male,300,male
470,138,male,470,male
2926,138,male,2926,male
3249,138,male,3249,male
69,139,female,69,female
153,139,female,153,male
592,139,female,592,male
597,139,female,597,male
1085,139,female,1085,male
1540,139,female,1540,male
1560,139,female,1560,male
1638,139,female,1638,male
2438,139,female,2438,male
2488,139,female,2488,male
2641,139,female,2641,female
2958,139,female,2958,male
3356,139,female,3356,male
3483,139,female,3483,male
3522,139,female,3522,male
3546,139,female,3546,male
3548,139,female,3548,male
3555,139,female,3555,male
3557,139,female,3557,male
3575,139,female,3575,male
3635,139,female,3635,female
115,140,female,115,male
117,140,female,117,male
121,140,female,121,male
128,140,female,128,male
159,140,female,159,male
1059,140,female,1059,male
1557,140,female,1557,male
2889,140,female,2889,male
2936,140,female,2936,male
3090,140,female,3090,male
66,141,female,66,male
85,141,female,85,male
194,141,female,194,male
209,141,female,209,male
278,141,female,278,female
536,141,female,536,male
602,141,female,602,male
1038,141,female,1038,male
1039,141,female,1039,male
1048,141,female,1048,male
1273,141,female,1273,female
1314,141,female,1314,male
1333,141,female,1333,male
1462,141,female,1462,female
2376,141,female,2376,male
2585,141,female,2585,male
2626,141,female,2626,male
9,142,male,9,male
61,142,male,61,male
213,142,male,213,male
398,142,male,398,male
546,142,male,546,female
791,142,male,791,male
948,142,male,948,male
1249,142,male,1249,male
1294,142,male,1294,male
1297,142,male,1297,female
1557,142,male,1557,male
2104,142,male,2104,male
2461,142,male,2461,male
2578,142,male,2578,male
2620,142,male,2620,male
2661,142,male,2661,male
2917,142,male,2917,male
2970,142,male,2970,male
3116,142,male,3116,male
3241,142,male,3241,female
3418,142,male,3418,male
3476,142,male,3476,male
3539,142,male,3539,female
3656,142,male,3656,male
2123,143,female,2123,male
2420,143,female,2420,male
2465,143,female,2465,male
3246,143,female,3246,male
3402,143,female,3402,male
3450,143,female,3450,male
3599,143,female,3599,male
3630,143,female,3630,male
115,144,male,115,male
138,144,male,138,male
1200,144,male,1200,male
1524,144,male,1524,male
2955,144,male,2955,male
3022,144,male,3022,male
327,145,male,327,male
1562,145,male,1562,male
2076,145,male,2076,male
2591,145,male,2591,male
2599,145,male,2599,male
2639,145,male,2639,male
2892,145,male,2892,male
2908,145,male,2908,male
3075,145,male,3075,male
3158,145,male,3158,female
3229,145,male,3229,male
3254,145,male,3254,female
3630,145,male,3630,male
128,146,female,128,male
302,146,female,302,male
1039,146,female,1039,male
2580,146,female,2580,female
129,148,male,129,male
153,148,male,153,male
194,148,male,194,male
1015,148,male,1015,male
1523,148,male,1523,male
1524,148,male,1524,male
1530,148,male,1530,male
1539,148,male,1539,female
1540,148,male,1540,male
1541,148,male,1541,male
1542,148,male,1542,male
1544,148,male,1544,female
1549,148,male,1549,male
1557,148,male,1557,male
1997,148,male,1997,male
2616,148,male,2616,male
2629,148,male,2629,male
2696,148,male,2696,male
2832,148,male,2832,male
2958,148,male,2958,male
3421,148,male,3421,male
3497,148,male,3497,male
3535,148,male,3535,male
3546,148,male,3546,male
3601,148,male,3601,female
3635,148,male,3635,female
170,149,male,170,male
200,149,male,200,male
314,149,male,314,female
339,149,male,339,male
526,149,male,526,male
592,149,male,592,male
602,149,male,602,male
1299,149,male,1299,male
1776,149,male,1776,male
2611,149,male,2611,male
3414,149,male,3414,male
3527,149,male,3527,male
3650,149,male,3650,female
28,150,male,28,male
215,150,male,215,male
264,150,male,264,female
284,150,male,284,male
597,150,male,597,male
987,150,male,987,male
1553,150,male,1553,male
2956,150,male,2956,male
3107,150,male,3107,male
97,151,male,97,male
322,151,male,322,male
539,151,male,539,male
1599,151,male,1599,male
2626,151,male,2626,male
3094,151,male,3094,female
3237,151,male,3237,male
121,152,male,121,male
124,152,male,124,male
126,152,male,126,female
180,152,male,180,male
194,152,male,194,male
215,152,male,215,male
240,152,male,240,male
284,152,male,284,male
324,152,male,324,male
467,152,male,467,female
524,152,male,524,female
528,152,male,528,male
530,152,male,530,male
1010,152,male,1010,male
1018,152,male,1018,male
1047,152,male,1047,male
1048,152,male,1048,male
1134,152,male,1134,male
1235,152,male,1235,male
1239,152,male,1239,male
1245,152,male,1245,male
1259,152,male,1259,male
1313,152,male,1313,male
1373,152,male,1373,female
2631,152,male,2631,male
2641,152,male,2641,female
2806,152,male,2806,male
2935,152,male,2935,male
2956,152,male,2956,male
3026,152,male,3026,male
3066,152,male,3066,male
3414,152,male,3414,male
3601,152,male,3601,female
139,153,male,139,female
148,153,male,148,male
194,153,male,194,male
349,153,male,349,male
506,153,male,506,male
528,153,male,528,male
1239,153,male,1239,male
1539,153,male,1539,female
1540,153,male,1540,male
1541,153,male,1541,male
1560,153,male,1560,male
1606,153,male,1606,male
1731,153,male,1731,female
2177,153,male,2177,male
2438,153,male,2438,male
2668,153,male,2668,male
2696,153,male,2696,male
2958,153,male,2958,male
2962,153,male,2962,male
3280,153,male,3280,male
3345,153,male,3345,male
3469,153,male,3469,male
3476,153,male,3476,male
3481,153,male,3481,male
3535,153,male,3535,male
3536,153,male,3536,male
3543,153,male,3543,male
3546,153,male,3546,male
3548,153,male,3548,male
3554,153,male,3554,male
3575,153,male,3575,male
3591,153,male,3591,female
117,154,male,117,male
536,154,male,536,male
1602,154,male,1602,male
2607,154,male,2607,male
3135,154,male,3135,male
61,155,female,61,male
63,155,female,63,male
172,155,female,172,male
175,155,female,175,male
299,155,female,299,male
457,155,female,457,male
545,155,female,545,male
592,155,female,592,male
602,155,female,602,male
1425,155,female,1425,male
1525,155,female,1525,male
1540,155,female,1540,male
1541,155,female,1541,male
1542,155,female,1542,male
1702,155,female,1702,male
2179,155,female,2179,male
2567,155,female,2567,male
2580,155,female,2580,female
2587,155,female,2587,male
2591,155,female,2591,male
2595,155,female,2595,female
2612,155,female,2612,male
2615,155,female,2615,male
2616,155,female,2616,male
2621,155,female,2621,male
2630,155,female,2630,male
2638,155,female,2638,male
2650,155,female,2650,male
2676,155,female,2676,male
2687,155,female,2687,male
2712,155,female,2712,female
2827,155,female,2827,male
2853,155,female,2853,male
2857,155,female,2857,male
2918,155,female,2918,female
2945,155,female,2945,female
2957,155,female,2957,female
3446,155,female,3446,male
3449,155,female,3449,male
3469,155,female,3469,male
3576,155,female,3576,male
102,157,male,102,male
262,157,male,262,male
318,157,male,318,male
332,157,male,332,male
349,157,male,349,male
446,157,male,446,male
1449,157,male,1449,male
1577,157,male,1577,male
1728,157,male,1728,male
1777,157,male,1777,male
2104,157,male,2104,male
2961,157,male,2961,male
3623,157,male,3623,male
152,158,male,152,male
209,158,male,209,male
1615,158,male,1615,male
2524,158,male,2524,male
2641,158,male,2641,female
96,159,male,96,male
115,159,male,115,male
121,159,male,121,male
132,159,male,132,male
532,159,male,532,male
568,159,male,568,male
1343,159,male,1343,male
1795,159,male,1795,male
2577,159,male,2577,male
2887,159,male,2887,male
2897,159,male,2897,female
2917,159,male,2917,male
2956,159,male,2956,male
2963,159,male,2963,male
155,160,female,155,female
497,160,female,497,male
545,160,female,545,male
1425,160,female,1425,male
1434,160,female,1434,male
1702,160,female,1702,male
2149,160,female,2149,male
2369,160,female,2369,female
2638,160,female,2638,male
2650,160,female,2650,male
2676,160,female,2676,male
2687,160,female,2687,male
2712,160,female,2712,female
2918,160,female,2918,female
3469,160,female,3469,male
3576,160,female,3576,male
95,162,male,95,male
155,162,male,155,female
483,162,male,483,female
1032,162,male,1032,male
1335,162,male,1335,male
2625,162,male,2625,male
2841,162,male,2841,male
2918,162,male,2918,female
3104,162,male,3104,female
155,163,female,155,female
203,163,female,203,male
1533,163,female,1533,male
2177,163,female,2177,male
2485,163,female,2485,male
2588,163,female,2588,male
2593,163,female,2593,male
2603,163,female,2603,male
2618,163,female,2618,male
2641,163,female,2641,female
2676,163,female,2676,male
2712,163,female,2712,female
2820,163,female,2820,male
2967,163,female,2967,female
3549,163,female,3549,male
313,164,male,313,male
562,164,male,562,male
599,164,male,599,female
602,164,male,602,male
1525,164,male,1525,male
2023,164,male,2023,male
2639,164,male,2639,male
2674,164,male,2674,male
2716,164,male,2716,male
2721,164,male,2721,female
2967,164,male,2967,female
3227,164,male,3227,female
3456,164,male,3456,male
128,165,male,128,male
483,165,male,483,female
521,165,male,521,male
546,165,male,546,female
568,165,male,568,male
581,165,male,581,female
1364,165,male,1364,female
1497,165,male,1497,male
2903,165,male,2903,male
957,167,male,957,male
3608,167,male,3608,male
1309,168,male,1309,male
3290,168,male,3290,male
3630,168,male,3630,male
9,169,male,9,male
125,169,male,125,male
318,169,male,318,male
1273,169,male,1273,female
2104,169,male,2104,male
2394,169,male,2394,male
2917,169,male,2917,male
2922,169,male,2922,male
2943,169,male,2943,male
2970,169,male,2970,male
3238,169,male,3238,male
3414,169,male,3414,male
62,170,male,62,male
87,170,male,87,male
94,170,male,94,female
